All neurons ordered are: ['PVR', 'RMEV', 'IL2DL', 'AWBR', 'ADFR', 'IL2DR', 'ADFL', 'AWBL', 'URYDL', 'AIML', 'DVA', 'URYDR', 'IL2VL', 'IL2L', 'AVDL', 'PHAL', 'AVJL', 'DB1', 'RMDDL', 'AVDR', 'AVL', 'PVT', 'AVKL', 'PHAR', 'RIH', 'RIPL', 'AVJR', 'IL2VR', 'DB4', 'AVKR', 'RIS', 'ADLL', 'BAGL', 'SAAVL', 'AWCL', 'DB3', 'URBL', 'IL2R', 'PVPL', 'SIAVL', 'SABD', 'URBR', 'AIBR', 'ADLR', 'RMDDR', 'AWCR', 'URYVR', 'RIBL', 'URYVL', 'ASHL', 'DA6', 'DA9', 'SAAVR', 'DB5', 'SAADL', 'DA1', 'SIAVR', 'AIMR', 'AVG', 'DA8', 'RIR', 'BAGR', 'SMDVR', 'RMDVR', 'SAADR', 'DA7', 'PDA', 'PVPR', 'RIVR', 'AVAR', 'SIBDL', 'RMDVL', 'AVAL', 'RMDR', 'AFDR', 'AVBR', 'SMBVL', 'AFDL', 'RMDL', 'DB2', 'SIADL', 'SIBVL', 'SIADR', 'ASHR', 'SIBVR', 'ALA', 'RMED', 'SMBVR', 'SMDDL', 'SIBDR', 'RIBR', 'URAVL', 'AIAL', 'DB6', 'RIPR', 'RMGR', 'AVBL', 'RIVL', 'SMDDR', 'AIYR', 'DB7', 'RMGL', 'AIAR', 'DD1', 'AWAR', 'ASGR', 'RIGL', 'RIML', 'DD2', 'RIGR', 'URAVR', 'AVEL', 'AWAL', 'ASGL', 'RMEL', 'RIAR', 'RMER', 'DA4', 'DA2', 'PVQR', 'AVER', 'PVQL', 'RIMR', 'RIAL', 'DD3', 'DA3', 'DD5', 'DA5', 'URADR', 'URADL', 'DD6', 'DD4', 'AINR', 'AINL', 'AVHR', 'AVHL', 'DVC', 'RID', 'ASER', 'ASEL', 'ASJR', 'AUAR', 'AUAL', 'ASJL', 'ASKL', 'ASKR', 'CEPDR', 'URXR', 'CEPDL', 'URXL', 'IL1DR', 'IL1L', 'IL1DL', 'ASIR', 'SMBDL', 'PHBR', 'HSNR', 'ASIL', 'CEPVL', 'SMBDR', 'OLLR', 'OLQDR', 'IL1VR', 'OLQDL', 'PHBL', 'RICL', 'HSNL', 'IL1VL', 'OLLL', 'CEPVR', 'OLQVL', 'IL1R', 'OLQVR', 'RIFL', 'SABVL', 'SABVR', 'RICR', 'RIFR', 'ADAR', 'FLPR', 'AIZR', 'ADEL', 'ADAL', 'ADER', 'AIZL', 'FLPL', 'LUAL', 'PVCL', 'ALMR', 'BDUR', 'PVCR', 'LUAR', 'BDUL', 'ALML', 'ALNR', 'PLMR', 'ALNL', 'PLML', 'PQR', 'AQR', 'PVM', 'SDQR', 'AVM', 'SDQL', 'PVWR', 'PVWL', 'VA1', 'VD1', 'RMHR', 'AS1', 'VB2', 'VD2', 'RMHL', 'VD3', 'AS2', 'PHCR', 'PHCL', 'VC3', 'PLNL', 'PLNR', 'AS4', 'AS3', 'VD7', 'DVB', 'VD5', 'VD6', 'VD4', 'VC4', 'VC2', 'AS5', 'AS6', 'VC1', 'VD9', 'VC5', 'VD10', 'VD8', 'AS8', 'VD11', 'AVFL', 'VA2', 'AVFR', 'AS7', 'VB1', 'VD13', 'AS9', 'VB3', 'VD12', 'AS10', 'AS11', 'PDB', 'VA6', 'VA4', 'VB9', 'VB5', 'VB4', 'VA3', 'VA8', 'VB7', 'VB6', 'VA5', 'VB10', 'VB11', 'VB8', 'VA7', 'VA10', 'VA9', 'VA12', 'VA11', 'PDER', 'PDEL', 'PVDR', 'PVNR', 'PVDL', 'PVNL', 'RMFR', 'RMFL']
Evaluated neurons ordered are: ['PVR', 'RMEV', 'IL2DL', 'AWBR', 'ADFR', 'IL2DR', 'ADFL', 'AWBL', 'URYDL', 'AIML', 'DVA', 'URYDR', 'IL2VL', 'IL2L', 'AVDL', 'PHAL', 'AVJL', 'DB1', 'RMDDL', 'AVDR', 'AVL', 'PVT', 'AVKL', 'PHAR', 'RIH', 'RIPL', 'AVJR', 'IL2VR', 'DB4', 'AVKR', 'RIS', 'ADLL', 'BAGL', 'SAAVL', 'AWCL', 'DB3', 'URBL', 'IL2R', 'PVPL', 'SIAVL', 'SABD', 'URBR', 'AIBR', 'ADLR', 'RMDDR', 'AWCR', 'URYVR', 'RIBL', 'URYVL', 'ASHL', 'DA6', 'DA9', 'SAAVR', 'DB5', 'SAADL', 'DA1', 'SIAVR', 'AIMR', 'AVG', 'DA8', 'RIR', 'BAGR', 'SMDVR', 'RMDVR', 'SAADR', 'DA7', 'PDA', 'PVPR', 'RIVR', 'AVAR', 'SIBDL', 'RMDVL', 'AVAL', 'RMDR', 'AFDR', 'AVBR', 'SMBVL', 'AFDL', 'RMDL', 'DB2']

Target connectome: 80 nodes, 255 edges, density=0.0398
  Out-degree: min=0, max=13, mean=3.19
  In-degree:  min=0, max=16, mean=3.19
Largest SCC: 24 nodes, 53 edges
Degree threshold for hubs (95th percentile): 7.0
Hub neurons: ['RIBL', 'RIS', 'RMDR']
G_C: 0.1565, G_rand_C: 0.0465, C_ratio: 3.3668
G_L: 4.3623, G_rand_L: 3.5844, L_ratio: 0.8217

NDP parameters breakdown:
  Embedding: 1
  Growth MLP: 7
  Transform MLP: 4
  Edge MLP: 5
  TOTAL: 17
============================================================
CMA-ES NDP Optimization
============================================================
  Target: 80 nodes, 255 edges
  Parameters: 17
  Metric: f1
  Population size: 128
  Max generations: 500
  Samples per eval: 1
============================================================
  Windows detected - using spawn multiprocessing with 24 workers
  Using 24 cores (parallel)
Gen   1 | loss=0.9250 | f1=0.0800 prec=0.0455 rec=0.3333 jacc=0.0417 | nodes=6/80 edges=22/255
Gen 466 | loss=0.0000 | f1=0.0647 prec=0.0386 rec=0.2000 jacc=0.0334 | nodes=80/80 edges=1322/255
Gen 467 | loss=0.0000 | f1=0.0647 prec=0.0386 rec=0.2000 jacc=0.0334 | nodes=80/80 edges=1322/255
Gen 468 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 469 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 470 | loss=0.0000 | f1=0.0622 prec=0.0369 rec=0.1961 jacc=0.0321 | nodes=80/80 edges=1354/255
Gen 471 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 472 | loss=0.0000 | f1=0.0622 prec=0.0369 rec=0.1961 jacc=0.0321 | nodes=80/80 edges=1354/255
Gen 473 | loss=0.0000 | f1=0.0647 prec=0.0386 rec=0.2000 jacc=0.0334 | nodes=80/80 edges=1322/255
Gen 474 | loss=0.0000 | f1=0.0681 prec=0.0407 rec=0.2078 jacc=0.0352 | nodes=80/80 edges=1302/255
Gen 475 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 476 | loss=0.0000 | f1=0.0622 prec=0.0369 rec=0.1961 jacc=0.0321 | nodes=80/80 edges=1354/255
Gen 477 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 478 | loss=0.0000 | f1=0.0622 prec=0.0369 rec=0.1961 jacc=0.0321 | nodes=80/80 edges=1354/255
Gen 479 | loss=0.0000 | f1=0.0672 prec=0.0401 rec=0.2078 jacc=0.0348 | nodes=80/80 edges=1322/255
Gen 480 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 481 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 482 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 483 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 484 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 485 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 486 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 487 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 488 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 489 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 490 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 491 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 492 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 493 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 494 | loss=0.0000 | f1=0.0681 prec=0.0407 rec=0.2078 jacc=0.0352 | nodes=80/80 edges=1302/255
Gen 495 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 496 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 497 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 498 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 499 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
Gen 500 | loss=0.0000 | f1=0.0634 prec=0.0380 rec=0.1922 jacc=0.0328 | nodes=80/80 edges=1290/255
============================================================
Optimization complete
  Best loss: 0.0000 (gen 7)
  Final sigma: 3.325224
============================================================

Generating graphs from optimized parameters:
  Gen1: 6 nodes, 22 edges
  Gen5: 32 nodes, 422 edges
  Best: 80 nodes, 1178 edges
[video] Saved results\growth_best.mp4
[34m[1mwandb[0m: [33mWARNING[0m `fps` argument does not affect the frame rate of the video when providing a file path or raw bytes.

Results saved to: results\Results_NDP.yaml
